"year","scouting_data","county","nearby_town","growth_stage","pest_pathogen","pest_pathogen_sp","severity","field_number"
2013,"15-Jul","Mercer","","R1","Insect","Japanese beetle",2,1
2013,"15-Jul","Mercer","","R1","Insect","Potato leafhopper",1,1
2013,"15-Jul","Mercer","","R1","Insect","Soybean aphid",1,1
2013,"15-Jul","Mercer","","R1","Slug","Slug",1,1
2013,"15-Jul","Mercer","","R1","Pathogen","Septoria brown spot",1,1
2013,"15-Jul","Dauphin","","R2","Insect","Grasshopper",2,1
2013,"15-Jul","Dauphin","","R2","Insect","Potato leafhopper",1,1
2013,"15-Jul","Armstrong","","R1","Insect","Bean leaf beetle",1,1
2013,"15-Jul","Armstrong","","R1","Insect","Japanese beetle",1,1
2013,"15-Jul","Armstrong","","R1","Insect","Grasshopper",1,1
2013,"15-Jul","Armstrong","","R1","Pathogen","Septoria brown spot",1,1
2013,"15-Jul","Schuylkill","","R1","Insect","Japanese beetle",1,1
2013,"15-Jul","Schuylkill","","R1","Insect","Grasshopper",1,1
2013,"15-Jul","Schuylkill","","R1","Pathogen","Frogeye leaf spot",1,1
2013,"15-Jul","Schuylkill","","R1","Pathogen","Septoria brown spot",1,1
2013,"15-Jul","Lebanon","","R1-R2","Insect","Grasshopper",2,1
2013,"15-Jul","Lebanon","","R1-R2","Insect","Japanese beetle",1,1
2013,"15-Jul","Lebanon","","R1-R2","Insect","Japanese beetle",2,1
2013,"15-Jul","Lebanon","","R1-R2","Pathogen","Frogeye leaf spot",3,1
2013,"12-Jul","Crawford","","R1-R2","Insect","Bean leaf beetle",1,1
2013,"12-Jul","Crawford","","R1-R2","Pathogen","Bacterial leaf blight",1,1
2013,"12-Jul","Crawford","","R1-R2","Pathogen","Septoria brown spot",1,1
2013,"12-Jul","Crawford","","R1-R2","Pathogen","Frogeye leaf spot",1,1
2013,"09-Jul","Lebanon","","R1-R2","Insect","Grasshopper",2,1
2013,"09-Jul","Lebanon","","R1-R2","Insect","Japanese beetle",1,1
2013,"08-Jul","Lancaster","","R1","Slug","Slug",1,1
2013,"08-Jul","Lancaster","","R1","Pathogen","Septoria brown spot",1,1
2013,"08-Jul","Armstrong","","R1","Insect","Bean  leaf beetle",1,1
2013,"08-Jul","Armstrong","","R1","Insect","Japanese beetle",1,1
2013,"08-Jul","Armstrong","","R1","Insect","Grasshopper",1,1
2013,"08-Jul","Armstrong","","R1","Pathogen","Bacterial leaf blight",1,1
2013,"08-Jul","Armstrong","","R1","Pathogen","Septoria brown spot",1,1
2013,"08-Jul","Mercer","","R1","Insect","Grasshopper",1,1
2013,"08-Jul","Mercer","","R1","Insect","Japanese beetle",1,1
2013,"08-Jul","Mercer","","R1","Insect","Potato leafhopper",1,1
2013,"08-Jul","Mercer","","R1","Insect","Soybean aphid",1,1
2013,"08-Jul","Mercer","","R1","Slug","Slug",1,1
2013,"08-Jul","Mercer","","R1","Pathogen","Septoria brown spot",1,1
2013,"08-Jul","Franklin","","V7-V8","Insect","Bean leaf beetle",1,1
2013,"08-Jul","Franklin","","V7-V8","Insect","Grasshopper",1,1
2013,"08-Jul","Franklin","","V7-V8","Insect","Japanese beetle",1,1
2013,"08-Jul","Franklin","","V7-V8","Pathogen","Septoria brown spot",1,1
2013,"08-Jul","Franklin","","V7-V8","Pathogen","Downy mildew",1,1
2013,"08-Jul","Franklin","","V7-V8","Pathogen","Frogeye leaf spot",1,1
2013,"07-Jul","Dauphin","","R1","Insect","Grasshopper",2,1
2013,"07-Jul","Dauphin","","R1","Insect","Green cloverworm",1,1
2013,"07-Jul","Dauphin","","R1","Pathogen","Septoria brown spot",1,1
2013,"07-Jul","Dauphin","","R1","Insect","Green cloverworm",1,1
2013,"03-Jul","Elk","","V3","Insect","Bean leaf beetle",2,1
2013,"03-Jul","Elk","","V3","Insect","Grasshopper",1,1
2013,"03-Jul","Elk","","V3","Slug","Slug",1,1
2013,"03-Jul","Elk","","V3","Pathogen","Bacterial leaf blight",1,1
2013,"03-Jul","Elk","","V3","Pathogen","Septoria brown spot",1,1
2013,"03-Jul","McKean","","V3","Insect","Bean leaf beetle",2,1
2013,"03-Jul","McKean","","V3","Slug","Slug",1,1
2013,"03-Jul","McKean","","V3","Insect","Grasshopper",1,1
2013,"03-Jul","McKean","","V3","Pathogen","Bacterial leaf blight",1,1
2013,"03-Jul","McKean","","V3","Pathogen","Septoria brown spot",1,1
2013,"03-Jul","McKean","","V3","Pathogen","Frogeye leaf spot",1,1
2013,"22-Jul","York","","R1","Insect","Japanese beetle",1,1
2013,"22-Jul","York","","R1","Pathogen","Septoria brown spot",1,1
2013,"22-Jul","Franklin","","R2-R3","Insect","Japanese beetle",1.5,1
2013,"22-Jul","Franklin","","R2-R3","Insect","Grasshopper",1.5,1
2013,"22-Jul","Franklin","","R2-R3","Insect","Brown marmorated stink bug",1,1
2013,"22-Jul","Franklin","","R2-R3","Pathogen","Septoria brown spot",1,1
2013,"22-Jul","Franklin","","R2-R3","Pathogen","Downy mildew",1,1
2013,"22-Jul","Lancaster","","R2","Insect","Japanese beetle",1,1
2013,"22-Jul","Lancaster","","R2","Insect","Grasshopper",1,1
2013,"22-Jul","Lancaster","","R2","Pathogen","Septoria brown spot",1,1
2013,"22-Jul","Elk","","V6","Insect","Japanese beetle",3,1
2013,"22-Jul","Elk","","V6","Insect","Grasshopper",2,1
2013,"22-Jul","Elk","","V6","Slug","Slug",1,1
2013,"22-Jul","Elk","","V6","Insect","Green stink bug",5,1
2013,"22-Jul","Elk","","V6","Pathogen","Bacterial leaf blight",1,1
2013,"22-Jul","Elk","","V6","Pathogen","Septoria brown spot",1,1
2013,"22-Jul","McKean","","R1","Insect","Bean leaf beetle",1,1
2013,"22-Jul","McKean","","R1","Slug","Slug",1,1
2013,"22-Jul","McKean","","R1","Insect","Japanese beetle",2,1
2013,"22-Jul","McKean","","R1","Insect","Grasshopper",2,1
2013,"22-Jul","McKean","","R1","Pathogen","Bacterial leaf blight",1,1
2013,"22-Jul","McKean","","R1","Pathogen","Septoria brown spot",3,1
2013,"22-Jul","Crawford","","R3","Insect","Japanese beetle",1,1
2013,"21-Jul","Mercer","","R2","Insect","Grasshopper",1,1
2013,"21-Jul","Mercer","","R2","Insect","Japanese beetle",2,1
2013,"21-Jul","Mercer","","R2","Insect","Soybean aphid",1,1
2013,"21-Jul","Mercer","","R2","Insect","Bean leaf beetle",1,1
2013,"21-Jul","Mercer","","R2","Pathogen","Septoria brown spot",1,1
2013,"20-Jul","Dauphin","","R2","Insect","Grasshopper",2,1
2013,"20-Jul","Dauphin","","R2","Insect","Potato leafhopper",1,1
2013,"19-Jul","Armstrong","","R2","Insect","Bean leaf beetle",1,1
2013,"19-Jul","Armstrong","","R2","Insect","Japanese beetle",1,1
2013,"19-Jul","Armstrong","","R2","Insect","Grasshopper",1,1
2013,"19-Jul","Armstrong","","R2","Pathogen","Septoria brown spot",1,1
2013,"18-Jul","Berks","","R2 ","Insect","Grasshopper",1,1
2013,"18-Jul","Berks","","R2","Insect","Japanese beetle",2,1
2013,"18-Jul","Berks","","R2","Insect","Potato leafhopper",1,1
2013,"18-Jul","Berks","","R2","Insect","Bean leaf beetle",1,1
2013,"18-Jul","Berks","","R2","Insect","Green cloverworm",1,1
2013,"10-Jul","Elk","","R4","Insect","Japanese beetle",3,1
2013,"10-Jul","Elk","","R4","Insect","Grasshopper",3,1
2013,"10-Jul","Elk","","R4","Slug","Slug",1,1
2013,"10-Jul","Elk","","R4","Pathogen","Bacterial leaf blight",1,1
2013,"10-Jul","Elk","","R4","Pathogen","Septoria brown spot",1,1
2013,"10-Jul","Elk","","R4","Pathogen","Frogeye leaf spot",1,1
2013,"10-Jul","McKean","","R1","Insect","Bean leaf beetle",2,1
2013,"10-Jul","McKean","","R1","Slug","Slug",1,1
2013,"10-Jul","McKean","","R1","Insect","Japanese beetle",1,1
2013,"10-Jul","McKean","","R1","Insect","Grasshopper",1,1
2013,"10-Jul","McKean","","R1","Insect","Bacterial leaf blight",1,1
2013,"10-Jul","McKean","","R1","Insect","Septoria brown spot",2,1
2013,"30-Jul","Franklin","","R3","Insect","Japanese beetle",1.5,1
2013,"30-Jul","Franklin","","R3","Insect","Grasshopper",1.5,1
2013,"30-Jul","Franklin","","R3","Insect","Green cloverworm",1,1
2013,"30-Jul","Franklin","","R3","Pathogen","Septoria brown spot",1,1
2013,"30-Jul","Franklin","","R3","Pathogen","Downy mildew",1,1
2013,"30-Jul","Crawford","","R3","Insect","Japanese beetle",1,1
2013,"30-Jul","Crawford","","R3","Mammal","Deer ",1,1
2013,"29-Jul","Dauphin","","R3","Insect","Grasshopper",2,1
2013,"29-Jul","Mercer","","R4","Insect","Japanese beetle",2,1
2013,"29-Jul","Mercer","","R4","Insect","Bean leaf beetle",1,1
2013,"29-Jul","Mercer","","R4","Pathogen","Septoria brown spot",1,1
2013,"29-Jul","Lancaster","","R3","Insect","Japanese beetle",1,1
2013,"29-Jul","Lancaster","","R3","Insect","Grasshopper",2,1
2013,"29-Jul","Lancaster","","R3","Insect","Mexican bean beetle",1,1
2013,"29-Jul","Lancaster","","R3","Pathogen","Septoria brown spot",1,1
2013,"29-Jul","Elk","","V6","Insect","Bean leaf beetle",1,1
2013,"29-Jul","Elk","","V6","Insect","Japanese beetle",3,1
2013,"29-Jul","Elk","","V6","Insect","Grasshopper",3,1
2013,"29-Jul","Elk","","V6","Pathogen","Septoria brown spot",1,1
2013,"29-Jul","McKean","","R1","Insect","Japanese beetle",4,1
2013,"29-Jul","McKean","","R1","Insect","Grasshopper",4,1
2013,"29-Jul","McKean","","R1","Insect","Locust leafminer",9,1
2013,"29-Jul","McKean","","R1","Pathogen","Bacterial leaf blight",1,1
2013,"29-Jul","McKean","","R1","Pathogen","Frogeye leaf spot",2,1
2013,"29-Jul","McKean","","R1","Pathogen","Septoria brown spot",3,1
2013,"29-Jul","Schuylkill","","R3","Insect","Japanese beetle",1,1
2013,"29-Jul","Schuylkill","","R3","Pathogen","Frogeye leaf spot",1,1
2013,"29-Jul","Schuylkill","","R3","Pathogen","Septoria brown spot",1,1
2013,"29-Jul","Montgomery","","R2","Insect","Grasshopper",1,1
2013,"29-Jul","Montgomery","","R2","Insect","Japanese beetle",1,1
2013,"29-Jul","Montgomery","","R2","Pathogen","Frogeye leaf spot",1,1
2013,"29-Jul","Montgomery","","R2","Pathogen","Septoria brown spot",1,1
2013,"26-Jul","Armstrong","","R3","Insect","Bean leaf beetle",1,1
2013,"26-Jul","Armstrong","","R3","Insect","Japanese beetle",1,1
2013,"26-Jul","Armstrong","","R3","Insect","Grasshopper",1,1
2013,"26-Jul","Armstrong","","R3","Pathogen","Septoria brown spot",1,1
2013,"25-Jul","Berks","","R2-R3","Insect","Bean leaf beetle",1,1
2013,"25-Jul","Berks","","R2-R3","Insect","Potato leafhopper",1,1
2013,"25-Jul","Berks","","R2-R3","Insect","Green cloverworm",1,1
2013,"25-Jul","Berks","","R2-R3","Insect","Grasshopper",1,1
2013,"25-Jul","Berks","","R2-R3","Insect","Japanese beetle",1,1
2013,"25-Jul","Berks","","R2-R3","Pathogen","Frogeye leaf spot",1,1
2013,"25-Jul","Berks","","R2-R3","Pathogen","Phyllosticta leaf spot",1,1
2013,"25-Jul","York","","R1","Insect","Japanese beetle",1,1
2013,"25-Jul","York","","R1","Insect","Mexican bean beetle",1,1
2013,"25-Jul","York","","R1","Pathogen","Septoria brown spot",1,1
2013,"18-Jun","Franklin","","V2-V3","Insect","Bean leaf beetle",1,1
2013,"18-Jun","Montgomery","","V1-V2","Slug","Slug",5,1
2013,"14-Jun","Berks","","V1","Insect","Bean leaf beetle",1,1
2013,"14-Jun","Berks","","V1","Insect","Grasshopper",1,1
2013,"14-Jun","Lancaster","","V4","Insect","Bean leaf beetle",2,1
2013,"14-Jun","Lancaster","","V4","Slug","Slug",4,1
2013,"14-Jun","Lebanon","","V1-V3","Insect","Bean leaf beetle",1,1
2013,"14-Jun","Lebanon","","V1-V3","Slug","Slug",1,1
2013,"13-Jun","Schuylkill","","VE-VC","Insect","Bean leaf beetle",1,1
2013,"25-Jun","Schuylkill","","V2-V3","Insect","Bean leaf beetle",1,1
2013,"25-Jun","Schuylkill","","V2-V3","Insect","Green cloverworm",1,1
2013,"24-Jun","Armstrong","","V2-V3","Insect","Bean leaf beetle",1,1
2013,"24-Jun","Armstrong","","V2-V3","Insect","Grasshopper",1,1
2013,"24-Jun","Lancaster","","V5-V6","Insect","Bean leaf beetle",2,1
2013,"24-Jun","Lancaster","","V5-V6","Slug","Slug",1,1
2013,"24-Jun","Elk","","V3","Insect","Bean leaf beetle",2,1
2013,"24-Jun","Elk","","V3","Slug","Slug",1,1
2013,"24-Jun","Franklin","","V3-V4","Insect","Bean leaf beetle",1,1
2013,"24-Jun","Franklin","","V3-V4","Insect","Japanese beetle",1,1
2013,"24-Jun","McKean","","V3","Insect","Bean leaf beetle",1,1
2013,"24-Jun","McKean","","V3","Slug","Slug",1,1
2013,"21-Jun","Berks","","V2-V3","Insect","Bean leaf beetle",1,1
2013,"21-Jun","Berks","","V2-V3","Insect","Green cloverworm",1,1
2013,"21-Jun","Berks","","V2-V3","Insect","Grasshopper",1,1
2013,"18-Jun","Lebanon","","V2-V3","Insect","Bean leaf beetle",1,1
2013,"18-Jun","Lebanon","","V2-V3","Slug","Slug",2,1
2013,"18-Jun","Lebanon","","V2-V3","Insect","Mexican bean beetle",1,1
2013,"17-Jun","McKean","","V2","Insect","Bean leaf beetle",1,1
2013,"17-Jun","McKean","","V2","Slug","Slug",1,1
2013,"17-Jun","McKean","","V2","Insect","Mexican bean beetle",1,1
2012,"06-Sept","York","","R6","Insect","Grasshopper",1,1
2012,"06-Sept","York","","R6 ","Insect","Bean leaf beetle",1,1
2012,"06-Sept","York","","R6","Pathogen","Soybean vein necrosis virus",2,1
2012,"06-Sept","York","","R6","Pathogen","Septoria leaf blight",2,1
2012,"06-Sept","York","","R6","Pathogen","Cercospora leaf blight",2,1
2012,"04-Sept","Lancaster","","-","Insect","Grasshopper",2,1
2012,"04-Sept","Lancaster","","-","Insect","Brown marmorated stink bug",2,1
2012,"07-Sept","Berks","","R6","Insect","Bean leaf beetle",1,1
2012,"31-Aug","Franklin","","R7","Insect","Brown marmorated stink bug",1,1
2012,"31-Aug","Franklin","","R7","Insect","Grasshopper",1,1
2012,"31-Aug","Franklin","","R7","Insect","Green cloverworm",1,1
2012,"31-Aug","Franklin","","R7","Pathogen","Downy mildew",1,1
2012,"31-Aug","Franklin","","R7","Pathogen","Septoria leaf blight",1,1
2012,"31-Aug","Franklin","","R7","Pathogen","Soybean vein necrosis virus",1,1
2012,"31-Aug","Franklin","","R7","Pathogen","Frogeye leaf spot",1,1
2012,"31-Aug","Franklin","","R7","Pathogen","Cercospora leaf blight",1,1
2012,"10-Aug","York","","R5","Pathogen","Downy mildew",2,1
2012,"08-Aug","Lebanon","","R5","Insect","Bean leaf beetle",1,1
2012,"08-Aug","Lebanon","","R5","Insect","Silver spotted skipper caterpillar",5,1
2012,"08-Aug","Lebanon","","R5","Insect","Potato leafhopper",4,1
2012,"08-Aug","Lebanon","","R5","Mite","Two spotted spider mite",2,1
2012,"08-Aug","Lebanon","","R5","Insect","Grasshopper",4,1
2012,"08-Aug","Lebanon","","R4","Insect","Potato leafhopper",1,2
2012,"08-Aug","Lebanon","","R4","Mite","Two spotted spider mite",2,2
2012,"08-Aug","Lebanon","","R4","Pathogen","Phytophthora root & stem root",3,2
2012,"07-Aug","Lancaster","","R5","Insect","Bean leaf beetle",1,1
2012,"07-Aug","Lancaster","","R5","Insect","Mexican bean beetle",1,1
2012,"07-Aug","Lancaster","","R5","Insect","Green cloverworm",4,1
2012,"07-Aug","Lancaster","","R5","Insect","Japanese beetle",5,1
2012,"07-Aug","Lancaster","","R5","Insect","Brown marmorated stink bug",6,1
2012,"07-Aug","Lancaster","","R5","Insect","Grasshopper",6,1
2012,"12-Jul","Lebanon","","R1","Insect","Potato leafhopper",2,1
2012,"12-Jul","Lebanon","","R1","Insect","Green cloverworm",2,1
2012,"12-Jul","Lebanon","","R1","Insect","Soybean aphid",3,1
2012,"12-Jul","Lebanon","","R1","Insect","Japanese beetle",2,1
2012,"12-Jul","Lebanon","","R1","Insect","Grasshopper",1,1
2012,"12-Jul","Lebanon","","R1","Insect","Mexican bean beetle",1,2
2012,"12-Jul","Lebanon","","R1","Insect","Silver spotted skipper caterpillar",4,2
2012,"12-Jul","Lebanon","","R1","Insect","Potato leafhopper",5,2
2012,"12-Jul","Lebanon","","R1","Insect","Green cloverworm",3,2
2012,"12-Jul","Lebanon","","R1","Insect","Soybean aphid",3,2
2012,"12-Jul","Lebanon","","R1","Insect","Brown marmorated stink bug",2,2
2012,"12-Jul","Lebanon","","R1","Insect","Grasshopper",7,2
2012,"12-Jul","Lebanon","","R1","Insect","Velvetbean caterpillar",2,2
2012,"12-Jul","Lebanon","","R1","Pathogen","Phytophthora root & stem root",4,2
2012,"11-Jul","Montgomery","","R2-R2","Insect","Grasshopper",2,1
2012,"02-Jul","Tioga","","","Insect","Potato leafhopper",1,3
2012,"17-Sept","Berks","","R6.5","Insect","Bean leaf beetle",1,1
2012,"17-Sept","Berks","","R6.5","Insect","Potato leafhopper",1,1
2012,"17-Sept","Berks","","R6.5","Insect","Grasshopper",1,1
2012,"17-Sept","Berks","","R6.5","Insect","Green cloverworm",1,1
2012,"14-Sept","York","","R6-R7","Insect","Grasshopper",1,1
2012,"14-Sept","York","","R6-R7","Insect","Bean leaf beetle",1,1
2012,"14-Sept","York","","R6-R7","Pathogen","Anthracnose",1,1
2012,"14-Sept","York","","R6-R7","Pathogen","Septoria leaf blight",2,1
2012,"14-Sept","York","","R6-R7","Pathogen","Cercospora leaf blight",2,1
2012,"10-Sept","Dauphin","","R7","Insect","Silver spotted skipper caterpillar",1,1
2012,"10-Sept","Dauphin","","R7","Insect","Green cloverworm",1,1
2012,"10-Sept","Dauphin","","R7","Insect","Brown marmorated stink bug",2,1
2012,"10-Sept","Dauphin","","R7","Insect","Grasshopper",3,1
2012,"17-Aug","York","","R5.5","Insect","Grasshopper",1,1
2012,"17-Aug","York","","R5.5","Pathogen","Downy mildew",2,1
2012,"17-Aug","York","","R5.5","Pathogen","Cercospora leaf blight",1,1
2012,"17-Aug","York","","R5.5","Pathogen","Septoria leaf blight",1,1
2012,"13-Aug","Tioga","","R5","Insect","Bean leaf beetle",1,1
2012,"13-Aug","Tioga","","R5","Insect","Japanese beetle",1,1
2012,"13-Aug","Tioga","","R5","Insect","Japanese beetle",1,2
2012,"13-Aug","Tioga","","R5","Pathogen","Septoria leaf blight",3,2
2012,"13-Aug","Tioga","","R3","Insect","Japanese beetle",1,3
2012,"23-Jul","York","","R2-R3","Pathogen","Downy mildew",1,1
2012,"23-Jul","York","","R1","Insect","Japanese beetle",1,1
2012,"23-Jul","York","","R1","Insect","Grasshopper",2,1
2012,"23-Jul","York","","R1","Insect","Spotted cucumber beetle",1,1
2012,"23-Jul","York","","R1","Insect","Corn rootworm ",1,1
2012,"19-Jul","Lebanon","","R2","Insect","Bean leaf beetle",2,1
2012,"19-Jul","Lebanon","","R2","Insect","Silver spotted skipper caterpillar",3,1
2012,"19-Jul","Lebanon","","R2","Insect","Potato leafhopper",3,1
2012,"19-Jul","Lebanon","","R2","Mite","Two spotted spider mite",2,1
2012,"19-Jul","Lebanon","","R2","Insect","Green cloverworm",3,1
2012,"19-Jul","Lebanon","","R2","Insect","Japanese beetle",3,1
2012,"19-Jul","Lebanon","","R2","Insect","Velvetbean caterpillar",1,1
2012,"19-Jul","Lebanon","","R1","Insect","Bean leaf beetle",3,2
2012,"19-Jul","Lebanon","","R1","Insect","Silver spotted skipper caterpillar",4,2
2012,"19-Jul","Lebanon","","R1","Insect","Potato leafhopper",3,2
2012,"19-Jul","Lebanon","","R1","Mite","Two spotted spider mite",4,2
2012,"19-Jul","Lebanon","","R1","Insect","Green cloverworm",6,2
2012,"19-Jul","Lebanon","","R1","Insect","Japanese beetle",2,2
2012,"19-Jul","Lebanon","","R1","Insect","Soybean aphid",2,2
2012,"19-Jul","Lebanon","","R1","Insect","Grasshopper",6,2
2012,"19-Jul","Lebanon","","R1","Insect","Velvetbean caterpillar",2,2
2012,"19-Jul","Lebanon","","R1","Pathogen","Phytophthora root & stem root",5,2
2012,"17-Jul","Tioga","","R2","Insect","Japanese beetle",1,1
2012,"17-Jul","Tioga","","R1","Pathogen","Septoria brown spot",1,2
2012,"17-Jul","Tioga","","R1","Insect","Soybean aphid",1,3
2012,"11-Jul","Dauphin","","R5.5","Insect","Silver spotted skipper caterpillar",1,1
2012,"11-Jul","Dauphin","","R5.5","Mite","Two spotted spider mite",1,1
2012,"11-Jul","Dauphin","","R5.5","Insect","Green cloverworm",1,1
2012,"11-Jul","Dauphin","","R5.5","Insect","Soybean aphid",1,1
2012,"11-Jul","Dauphin","","R5.5","Insect","Potato leafhopper",1,1
2012,"11-Jul","Dauphin","","R5.5","Insect","Brown marmorated stink bug",1,1
2012,"11-Jul","Dauphin","","R5.5","Insect","Grasshopper",3,1
2012,"Aug-28","Lebanon","","R6","Pathogen","Frogeye leaf spot",1,1
2012,"Aug-28","Lebanon","","R6","Insect","Grasshopper",3,2
2012,"24-Aug","York","","R5.5","Insect","Grasshopper",1,1
2012,"24-Aug","York","","R5.5","Pathogen","Downy mildew",2,1
2012,"24-Aug","York","","R5.5","Pathogen","Cercospora leaf blight",1,1
2012,"24-Aug","York","","R5.5","Pathogen","Septoria leaf blight",1,1
2012,"24-Aug","York","","R5.5","Insect","Bean leaf beetle",1,1
2012,"22-Aug","Berks","","R6","Insect","Potato leafhopper",1,1
2012,"22-Aug","Berks","","R6","Insect","Green cloverworm",1,1
2012,"22-Aug","Berks","","R5.5","Insect","Bean leaf beetle",3,2
2012,"22-Aug","Berks","","R5.5","Insect","Potato leafhopper",1,2
2012,"22-Aug","Berks","","R5.5","Insect","Green cloverworm",1,2
2012,"22-Aug","Montgomery","","-","Insect","Grasshopper",1,1
2012,"22-Aug","Montgomery","","-","Pathogen","Septoria leaf blight",1,1
2012,"16-Aug","Lancaster","","-","Insect","Bean leaf beetle",2,1
2012,"16-Aug","Lancaster","","-","Insect","Mexican bean beetle",1,1
2012,"16-Aug","Lancaster","","-","Insect","Japanese beetle",4,1
2012,"16-Aug","Lancaster","","-","Insect","Grasshopper",8,1
2012,"16-Aug","Lancaster","","-","Insect","Brown marmorated stink bug",7,1
2012,"16-Aug","Lancaster","","-","Insect","Bean leaf beetle",1,2
2012,"16-Aug","Lancaster","","-","Insect","Green cloverworm",5,2
2012,"30-Jul","Tioga","","R3","Insect","Bean leaf beetle",1,1
2012,"30-Jul","Tioga","","R3","Insect","Japanese beetle",3,1
2012,"30-Jul","Tioga","","R3","Insect","Bean leaf beetle",1,2
2012,"30-Jul","Tioga","","R3","Insect","Japanese beetle",3,2
2012,"30-Jul","Tioga","","R2","Insect","Japanese beetle",3,3
2012,"27-Jul","Dauphin","","R3.5","Insect","Potato leafhopper",5,1
2012,"27-Jul","Dauphin","","R3.5","Mite","Two spotted spider mite",3,1
2012,"27-Jul","Dauphin","","R3.5","Insect","Japanese beetle",1,1
2012,"27-Jul","Dauphin","","R3.5","Insect","Soybean aphid",1,1
2012,"27-Jul","Dauphin","","R3.5","Insect","Grasshopper",3,1
2012,"26-Jul","Franklin","","R4","Insect","Brown marmorated stink bug",1,1
2012,"26-Jul","Franklin","","R4","Insect","Green cloverworm",1,1
2012,"26-Jul","Franklin","","R4","Insect","Grasshopper",1,1
2012,"26-Jul","Franklin","","R4","Pathogen","Downy mildew",1,1
2012,"26-Jul","Franklin","","R4","Pathogen","Septoria leaf blight",1,1
2012,"25-Jul","Lebanon","","R4","Insect","Grasshopper",3,1
2012,"25-Jul","Lebanon","","R4","Insect","Potato leafhopper",2,1
2012,"25-Jul","Lebanon","","R4","Mite","Two spotted spider mite",3,1
2012,"25-Jul","Lebanon","","R4","Insect","Green cloverworm",2,1
2012,"25-Jul","Lebanon","","R4","Insect","Japanese beetle",2,1
2012,"25-Jul","Lebanon","","R4","Insect","Soybean aphid",2,1
2012,"25-Jul","Lebanon","","R4","Insect","Grasshopper",3,1
2012,"25-Jul","Lebanon","","R3","Insect","Silver spotted skipper caterpillar",1,2
2012,"25-Jul","Lebanon","","R3","Insect","Potato leafhopper",2,2
2012,"25-Jul","Lebanon","","R3","Mite","Two spotted spider mite",1,2
2012,"25-Jul","Lebanon","","R3","Insect","Green cloverworm",1,2
2012,"25-Jul","Lebanon","","R3","Insect","Grasshopper",2,2
2012,"25-Jul","Lebanon","","R3","Insect","Velvetbean caterpillar",2,2
2012,"25-Jul","Lebanon","","R3","Pathogen","Phytophthora root & stem root",5,2
